02:24:19,301 main INFO Loading fonts.
02:24:19,302 main INFO Loading sound files.
02:24:19,358 main INFO Loading textures.
02:24:19,378 main INFO Creating UI.
02:24:19,379 main DEBUG Showing main menu.
02:24:19,379 main DEBUG Clearing old menu screen.
02:24:19,379 main DEBUG No main menu to clear
02:24:21,470 main DEBUG Playing sound 'click'
02:24:22,714 main DEBUG Playing sound 'click'
02:24:22,870 main INFO Starting a new game.
02:24:22,871 main DEBUG Load screen.
02:24:22,879 main DEBUG Removing old particle system.
02:24:22,879 main DEBUG 'GameWindow' object has no attribute 'flame_emitter_group'
02:24:22,980 main DEBUG Removing obstacles from game grid.
02:24:23,158 main DEBUG generating new grid
02:24:23,162 main DEBUG removed 129 grid points for towers
02:24:23,162 main DEBUG removed 127 grid points for no walk
02:24:23,255 main DEBUG Pathfinding successful!
02:24:23,255 main DEBUG Steps: 23
02:24:26,577 main DEBUG Towers: 1
02:24:26,578 main DEBUG generating new grid
02:24:26,581 main DEBUG removed 130 grid points for towers
02:24:26,581 main DEBUG removed 127 grid points for no walk
02:24:26,667 main DEBUG Pathfinding successful!
02:24:26,667 main DEBUG Steps: 24
02:24:26,667 main DEBUG New path for grid: True
02:24:48,273 main DEBUG Spawning mob ID728: 900.0hp, 0.5spd
02:24:48,274 main DEBUG Spawning mob ID729: 800.0hp, 0.8spd
02:24:48,274 main DEBUG Spawning mob ID730: 900.0hp, 1.0spd
02:24:48,275 main DEBUG Spawning mob ID731: 2000.0hp, 0.5spd
02:24:48,354 main DEBUG Playing sound 'bang1'
02:24:48,355 main DEBUG Mob 504 died at x:491.935700796, y:355.308177421
02:24:48,356 main DEBUG Playing sound 'splat'
02:24:48,531 main DEBUG Spawning mob ID732: 14.0hp, 1.0spd
02:24:48,531 main DEBUG Spawning mob ID733: 35.0hp, 0.9spd
02:24:48,531 main DEBUG Spawning mob ID734: 180.0hp, 0.6spd
02:24:48,532 main DEBUG Spawning mob ID735: 80.0hp, 1.8spd
02:24:48,532 main DEBUG Spawning mob ID736: 300.0hp, 0.9spd
02:24:48,533 main DEBUG Spawning mob ID737: 300.0hp, 1.25spd
02:24:48,533 main DEBUG Spawning mob ID738: 400.0hp, 1.0spd
02:24:48,533 main DEBUG Spawning mob ID739: 120.0hp, 0.9spd
02:24:48,534 main DEBUG Spawning mob ID740: 900.0hp, 0.5spd
02:24:48,534 main DEBUG Spawning mob ID741: 800.0hp, 0.8spd
02:24:48,534 main DEBUG Spawning mob ID742: 900.0hp, 1.0spd
02:24:48,535 main DEBUG Spawning mob ID743: 2000.0hp, 0.5spd
02:24:48,670 main DEBUG Reached pos (4, 7), new target is (5, 6)
02:24:48,703 main DEBUG Playing sound 'bang1'
02:24:48,763 main DEBUG Spawning mob ID744: 14.0hp, 1.0spd
02:24:48,764 main DEBUG Spawning mob ID745: 35.0hp, 0.9spd
02:24:48,764 main DEBUG Spawning mob ID746: 180.0hp, 0.6spd
02:24:48,765 main DEBUG Spawning mob ID747: 80.0hp, 1.8spd
02:24:48,765 main DEBUG Spawning mob ID748: 300.0hp, 0.9spd
02:24:48,765 main DEBUG Spawning mob ID749: 300.0hp, 1.25spd
02:24:48,766 main DEBUG Spawning mob ID750: 400.0hp, 1.0spd
02:24:48,766 main DEBUG Spawning mob ID751: 120.0hp, 0.9spd
02:24:48,767 main DEBUG Spawning mob ID752: 900.0hp, 0.5spd
02:24:48,767 main DEBUG Spawning mob ID753: 800.0hp, 0.8spd
02:24:48,768 main DEBUG Spawning mob ID754: 900.0hp, 1.0spd
02:24:48,769 main DEBUG Spawning mob ID755: 2000.0hp, 0.5spd
02:24:48,770 main DEBUG Playing sound 'bang1'
02:24:48,903 main DEBUG Reached pos (4, 7), new target is (5, 6)
02:24:49,26 main DEBUG Spawning mob ID756: 14.0hp, 1.0spd
02:24:49,27 main DEBUG Spawning mob ID757: 35.0hp, 0.9spd
02:24:49,27 main DEBUG Spawning mob ID758: 180.0hp, 0.6spd
02:24:49,28 main DEBUG Spawning mob ID759: 80.0hp, 1.8spd
02:24:49,28 main DEBUG Spawning mob ID760: 300.0hp, 0.9spd
02:24:49,29 main DEBUG Spawning mob ID761: 300.0hp, 1.25spd
02:24:49,29 main DEBUG Spawning mob ID762: 400.0hp, 1.0spd
02:24:49,30 main DEBUG Spawning mob ID763: 120.0hp, 0.9spd
02:24:49,30 main DEBUG Spawning mob ID764: 900.0hp, 0.5spd
02:24:49,31 main DEBUG Spawning mob ID765: 800.0hp, 0.8spd
02:24:49,31 main DEBUG Spawning mob ID766: 900.0hp, 1.0spd
02:24:49,31 main DEBUG Spawning mob ID767: 2000.0hp, 0.5spd
02:24:49,296 main DEBUG Spawning mob ID768: 14.0hp, 1.0spd
02:24:49,296 main DEBUG Spawning mob ID769: 35.0hp, 0.9spd
02:24:49,297 main DEBUG Spawning mob ID770: 180.0hp, 0.6spd
02:24:49,297 main DEBUG Spawning mob ID771: 80.0hp, 1.8spd
02:24:49,298 main DEBUG Spawning mob ID772: 300.0hp, 0.9spd
02:24:49,299 main DEBUG Spawning mob ID773: 300.0hp, 1.25spd
02:24:49,299 main DEBUG Spawning mob ID774: 400.0hp, 1.0spd
02:24:49,300 main DEBUG Spawning mob ID775: 120.0hp, 0.9spd
02:24:49,301 main DEBUG Spawning mob ID776: 900.0hp, 0.5spd
02:24:49,302 main DEBUG Spawning mob ID777: 800.0hp, 0.8spd
02:24:49,302 main DEBUG Spawning mob ID778: 900.0hp, 1.0spd
02:24:49,303 main DEBUG Spawning mob ID779: 2000.0hp, 0.5spd
02:24:49,501 main DEBUG Reached pos (2, 15), new target is (3, 15)
02:24:49,574 main DEBUG Spawning mob ID780: 14.0hp, 1.0spd
02:24:49,574 main DEBUG Spawning mob ID781: 35.0hp, 0.9spd
02:24:49,574 main DEBUG Spawning mob ID782: 180.0hp, 0.6spd
02:24:49,575 main DEBUG Spawning mob ID783: 80.0hp, 1.8spd
02:24:49,575 main DEBUG Spawning mob ID784: 300.0hp, 0.9spd
02:24:49,576 main DEBUG Spawning mob ID785: 300.0hp, 1.25spd
02:24:49,576 main DEBUG Spawning mob ID786: 400.0hp, 1.0spd
02:24:49,576 main DEBUG Spawning mob ID787: 120.0hp, 0.9spd
02:24:49,577 main DEBUG Spawning mob ID788: 900.0hp, 0.5spd
02:24:49,577 main DEBUG Spawning mob ID789: 800.0hp, 0.8spd
02:24:49,577 main DEBUG Spawning mob ID790: 900.0hp, 1.0spd
02:24:49,578 main DEBUG Spawning mob ID791: 2000.0hp, 0.5spd
02:24:49,634 main DEBUG Playing sound 'bang1'
02:24:49,734 main DEBUG Playing sound 'bang1'
02:24:49,807 main DEBUG Spawning mob ID792: 14.0hp, 1.0spd
02:24:49,807 main DEBUG Spawning mob ID793: 35.0hp, 0.9spd
02:24:49,808 main DEBUG Spawning mob ID794: 180.0hp, 0.6spd
02:24:49,809 main DEBUG Spawning mob ID795: 80.0hp, 1.8spd
02:24:49,809 main DEBUG Spawning mob ID796: 300.0hp, 0.9spd
02:24:49,809 main DEBUG Spawning mob ID797: 300.0hp, 1.25spd
02:24:49,810 main DEBUG Spawning mob ID798: 400.0hp, 1.0spd
02:24:49,810 main DEBUG Spawning mob ID799: 120.0hp, 0.9spd
02:24:49,811 main DEBUG Spawning mob ID800: 900.0hp, 0.5spd
02:24:49,811 main DEBUG Spawning mob ID801: 800.0hp, 0.8spd
02:24:49,811 main DEBUG Spawning mob ID802: 900.0hp, 1.0spd
02:24:49,812 main DEBUG Spawning mob ID803: 2000.0hp, 0.5spd
02:24:49,866 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:24:49,900 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:24:50,67 main DEBUG Spawning mob ID804: 14.0hp, 1.0spd
02:24:50,67 main DEBUG Spawning mob ID805: 35.0hp, 0.9spd
02:24:50,68 main DEBUG Spawning mob ID806: 180.0hp, 0.6spd
02:24:50,69 main DEBUG Spawning mob ID807: 80.0hp, 1.8spd
02:24:50,70 main DEBUG Spawning mob ID808: 300.0hp, 0.9spd
02:24:50,71 main DEBUG Spawning mob ID809: 300.0hp, 1.25spd
02:24:50,71 main DEBUG Spawning mob ID810: 400.0hp, 1.0spd
02:24:50,71 main DEBUG Spawning mob ID811: 120.0hp, 0.9spd
02:24:50,72 main DEBUG Spawning mob ID812: 900.0hp, 0.5spd
02:24:50,72 main DEBUG Spawning mob ID813: 800.0hp, 0.8spd
02:24:50,73 main DEBUG Spawning mob ID814: 900.0hp, 1.0spd
02:24:50,73 main DEBUG Spawning mob ID815: 2000.0hp, 0.5spd
02:24:50,182 main DEBUG Playing sound 'bang1'
02:24:50,204 main DEBUG Towers: 5
02:24:50,205 main DEBUG generating new grid
02:24:50,208 main DEBUG removed 134 grid points for towers
02:24:50,208 main DEBUG removed 127 grid points for no walk
02:24:50,297 main DEBUG Pathfinding successful!
02:24:50,297 main DEBUG Steps: 32
02:24:50,297 main DEBUG New path for grid: True
02:24:50,298 main DEBUG Tower placed at [5,6]
02:24:50,298 main DEBUG Calculating paths for pf_queue.
02:24:50,298 main DEBUG Length of queue: 2.
02:24:50,298 main DEBUG Updating target for mob 565
02:24:50,298 main DEBUG currentpoint: (2, 15)
02:24:50,298 main DEBUG target_pos: (3, 15)
02:24:50,298 main DEBUG point: 4
02:24:50,298 main DEBUG Need to recalculate mob route.
02:24:50,298 main DEBUG Need to recalculate mob route.
02:24:50,310 main DEBUG Calculating paths for pf_queue.
02:24:50,311 main DEBUG Length of queue: 3.
02:24:50,311 main DEBUG Updating target for mob 720
02:24:50,311 main DEBUG currentpoint: (1, 14)
02:24:50,311 main DEBUG target_pos: (2, 14)
02:24:50,311 main DEBUG point: 2
02:24:50,316 main DEBUG Spawning mob ID816: 14.0hp, 1.0spd
02:24:50,317 main DEBUG Spawning mob ID817: 35.0hp, 0.9spd
02:24:50,318 main DEBUG Spawning mob ID818: 180.0hp, 0.6spd
02:24:50,318 main DEBUG Spawning mob ID819: 80.0hp, 1.8spd
02:24:50,319 main DEBUG Spawning mob ID820: 300.0hp, 0.9spd
02:24:50,319 main DEBUG Spawning mob ID821: 300.0hp, 1.25spd
02:24:50,319 main DEBUG Spawning mob ID822: 400.0hp, 1.0spd
02:24:50,320 main DEBUG Spawning mob ID823: 120.0hp, 0.9spd
02:24:50,320 main DEBUG Spawning mob ID824: 900.0hp, 0.5spd
02:24:50,320 main DEBUG Spawning mob ID825: 800.0hp, 0.8spd
02:24:50,321 main DEBUG Spawning mob ID826: 900.0hp, 1.0spd
02:24:50,321 main DEBUG Spawning mob ID827: 2000.0hp, 0.5spd
02:24:50,322 main DEBUG Playing sound 'bang1'
02:24:50,333 main DEBUG Calculating paths for pf_queue.
02:24:50,334 main DEBUG Length of queue: 2.
02:24:50,334 main DEBUG Updating target for mob 145
02:24:50,334 main DEBUG currentpoint: (4, 7)
02:24:50,334 main DEBUG target_pos: (5, 6)
02:24:50,334 main DEBUG point: 10
02:24:50,335 main DEBUG Mob 145 had to generate new path.
02:24:50,399 main DEBUG Pathfinding successful!
02:24:50,399 main DEBUG Steps: 18
02:24:50,399 main DEBUG Shared path with nearby mob.
02:24:50,574 main DEBUG Spawning mob ID828: 14.0hp, 1.0spd
02:24:50,575 main DEBUG Spawning mob ID829: 35.0hp, 0.9spd
02:24:50,575 main DEBUG Spawning mob ID830: 180.0hp, 0.6spd
02:24:50,576 main DEBUG Spawning mob ID831: 80.0hp, 1.8spd
02:24:50,576 main DEBUG Spawning mob ID832: 300.0hp, 0.9spd
02:24:50,576 main DEBUG Spawning mob ID833: 300.0hp, 1.25spd
02:24:50,577 main DEBUG Spawning mob ID834: 400.0hp, 1.0spd
02:24:50,577 main DEBUG Spawning mob ID835: 120.0hp, 0.9spd
02:24:50,577 main DEBUG Spawning mob ID836: 900.0hp, 0.5spd
02:24:50,578 main DEBUG Spawning mob ID837: 800.0hp, 0.8spd
02:24:50,578 main DEBUG Spawning mob ID838: 900.0hp, 1.0spd
02:24:50,579 main DEBUG Spawning mob ID839: 2000.0hp, 0.5spd
02:24:50,856 main DEBUG Spawning mob ID840: 14.0hp, 1.0spd
02:24:50,857 main DEBUG Spawning mob ID841: 35.0hp, 0.9spd
02:24:50,857 main DEBUG Spawning mob ID842: 180.0hp, 0.6spd
02:24:50,857 main DEBUG Spawning mob ID843: 80.0hp, 1.8spd
02:24:50,858 main DEBUG Spawning mob ID844: 300.0hp, 0.9spd
02:24:50,858 main DEBUG Spawning mob ID845: 300.0hp, 1.25spd
02:24:50,858 main DEBUG Spawning mob ID846: 400.0hp, 1.0spd
02:24:50,859 main DEBUG Spawning mob ID847: 120.0hp, 0.9spd
02:24:50,859 main DEBUG Spawning mob ID848: 900.0hp, 0.5spd
02:24:50,860 main DEBUG Spawning mob ID849: 800.0hp, 0.8spd
02:24:50,860 main DEBUG Spawning mob ID850: 900.0hp, 1.0spd
02:24:50,860 main DEBUG Spawning mob ID851: 2000.0hp, 0.5spd
02:24:51,90 main DEBUG Spawning mob ID852: 14.0hp, 1.0spd
02:24:51,90 main DEBUG Spawning mob ID853: 35.0hp, 0.9spd
02:24:51,91 main DEBUG Spawning mob ID854: 180.0hp, 0.6spd
02:24:51,91 main DEBUG Spawning mob ID855: 80.0hp, 1.8spd
02:24:51,92 main DEBUG Spawning mob ID856: 300.0hp, 0.9spd
02:24:51,92 main DEBUG Spawning mob ID857: 300.0hp, 1.25spd
02:24:51,92 main DEBUG Spawning mob ID858: 400.0hp, 1.0spd
02:24:51,93 main DEBUG Spawning mob ID859: 120.0hp, 0.9spd
02:24:51,93 main DEBUG Spawning mob ID860: 900.0hp, 0.5spd
02:24:51,93 main DEBUG Spawning mob ID861: 800.0hp, 0.8spd
02:24:51,94 main DEBUG Spawning mob ID862: 900.0hp, 1.0spd
02:24:51,96 main DEBUG Spawning mob ID863: 2000.0hp, 0.5spd
02:24:51,164 main DEBUG Playing sound 'bang1'
02:24:51,278 main DEBUG Playing sound 'bang1'
02:24:51,279 main DEBUG Reached pos (4, 6), new target is (4, 6)
02:24:51,311 main DEBUG Reached pos (4, 6), new target is (4, 5)
02:24:51,347 main DEBUG Spawning mob ID864: 14.0hp, 1.0spd
02:24:51,347 main DEBUG Spawning mob ID865: 35.0hp, 0.9spd
02:24:51,349 main DEBUG Spawning mob ID866: 180.0hp, 0.6spd
02:24:51,350 main DEBUG Spawning mob ID867: 80.0hp, 1.8spd
02:24:51,350 main DEBUG Spawning mob ID868: 300.0hp, 0.9spd
02:24:51,350 main DEBUG Spawning mob ID869: 300.0hp, 1.25spd
02:24:51,351 main DEBUG Spawning mob ID870: 400.0hp, 1.0spd
02:24:51,351 main DEBUG Spawning mob ID871: 120.0hp, 0.9spd
02:24:51,351 main DEBUG Spawning mob ID872: 900.0hp, 0.5spd
02:24:51,352 main DEBUG Spawning mob ID873: 800.0hp, 0.8spd
02:24:51,352 main DEBUG Spawning mob ID874: 900.0hp, 1.0spd
02:24:51,353 main DEBUG Spawning mob ID875: 2000.0hp, 0.5spd
02:24:51,395 main DEBUG Reached pos (4, 6), new target is (4, 6)
02:24:51,428 main DEBUG Reached pos (4, 6), new target is (4, 5)
02:24:51,596 main DEBUG Spawning mob ID876: 14.0hp, 1.0spd
02:24:51,597 main DEBUG Spawning mob ID877: 35.0hp, 0.9spd
02:24:51,598 main DEBUG Spawning mob ID878: 180.0hp, 0.6spd
02:24:51,599 main DEBUG Spawning mob ID879: 80.0hp, 1.8spd
02:24:51,599 main DEBUG Spawning mob ID880: 300.0hp, 0.9spd
02:24:51,600 main DEBUG Spawning mob ID881: 300.0hp, 1.25spd
02:24:51,600 main DEBUG Spawning mob ID882: 400.0hp, 1.0spd
02:24:51,600 main DEBUG Spawning mob ID883: 120.0hp, 0.9spd
02:24:51,601 main DEBUG Spawning mob ID884: 900.0hp, 0.5spd
02:24:51,601 main DEBUG Spawning mob ID885: 800.0hp, 0.8spd
02:24:51,602 main DEBUG Spawning mob ID886: 900.0hp, 1.0spd
02:24:51,602 main DEBUG Spawning mob ID887: 2000.0hp, 0.5spd
02:24:51,677 main DEBUG Playing sound 'bang1'
02:24:51,743 main DEBUG Playing sound 'bang1'
02:24:51,777 main DEBUG Mob 145 died at x:542.131896565, y:650.905590872
02:24:51,777 main DEBUG Playing sound 'splat'
02:24:51,811 main DEBUG Reached pos (2, 15), new target is (2, 15)
02:24:51,844 main DEBUG Reached pos (2, 15), new target is (3, 15)
02:24:51,871 main DEBUG Spawning mob ID888: 14.0hp, 1.0spd
02:24:51,871 main DEBUG Spawning mob ID889: 35.0hp, 0.9spd
02:24:51,872 main DEBUG Spawning mob ID890: 180.0hp, 0.6spd
02:24:51,872 main DEBUG Spawning mob ID891: 80.0hp, 1.8spd
02:24:51,872 main DEBUG Spawning mob ID892: 300.0hp, 0.9spd
02:24:51,873 main DEBUG Spawning mob ID893: 300.0hp, 1.25spd
02:24:51,873 main DEBUG Spawning mob ID894: 400.0hp, 1.0spd
02:24:51,873 main DEBUG Spawning mob ID895: 120.0hp, 0.9spd
02:24:51,874 main DEBUG Spawning mob ID896: 900.0hp, 0.5spd
02:24:51,874 main DEBUG Spawning mob ID897: 800.0hp, 0.8spd
02:24:51,875 main DEBUG Spawning mob ID898: 900.0hp, 1.0spd
02:24:51,877 main DEBUG Spawning mob ID899: 2000.0hp, 0.5spd
02:24:52,136 main DEBUG Spawning mob ID900: 14.0hp, 1.0spd
02:24:52,137 main DEBUG Spawning mob ID901: 35.0hp, 0.9spd
02:24:52,137 main DEBUG Spawning mob ID902: 180.0hp, 0.6spd
02:24:52,138 main DEBUG Spawning mob ID903: 80.0hp, 1.8spd
02:24:52,138 main DEBUG Spawning mob ID904: 300.0hp, 0.9spd
02:24:52,138 main DEBUG Spawning mob ID905: 300.0hp, 1.25spd
02:24:52,139 main DEBUG Spawning mob ID906: 400.0hp, 1.0spd
02:24:52,139 main DEBUG Spawning mob ID907: 120.0hp, 0.9spd
02:24:52,139 main DEBUG Spawning mob ID908: 900.0hp, 0.5spd
02:24:52,140 main DEBUG Spawning mob ID909: 800.0hp, 0.8spd
02:24:52,140 main DEBUG Spawning mob ID910: 900.0hp, 1.0spd
02:24:52,141 main DEBUG Spawning mob ID911: 2000.0hp, 0.5spd
02:24:52,145 main DEBUG Reached pos (4, 15), new target is (4, 15)
02:24:52,179 main DEBUG Playing sound 'bang1'
02:24:52,180 main DEBUG Reached pos (4, 15), new target is (4, 14)
02:24:52,403 main DEBUG Spawning mob ID912: 14.0hp, 1.0spd
02:24:52,403 main DEBUG Spawning mob ID913: 35.0hp, 0.9spd
02:24:52,404 main DEBUG Spawning mob ID914: 180.0hp, 0.6spd
02:24:52,404 main DEBUG Spawning mob ID915: 80.0hp, 1.8spd
02:24:52,404 main DEBUG Spawning mob ID916: 300.0hp, 0.9spd
02:24:52,405 main DEBUG Spawning mob ID917: 300.0hp, 1.25spd
02:24:52,405 main DEBUG Spawning mob ID918: 400.0hp, 1.0spd
02:24:52,406 main DEBUG Spawning mob ID919: 120.0hp, 0.9spd
02:24:52,406 main DEBUG Spawning mob ID920: 900.0hp, 0.5spd
02:24:52,407 main DEBUG Spawning mob ID921: 800.0hp, 0.8spd
02:24:52,407 main DEBUG Spawning mob ID922: 900.0hp, 1.0spd
02:24:52,408 main DEBUG Spawning mob ID923: 2000.0hp, 0.5spd
02:24:52,446 main DEBUG Playing sound 'bang1'
02:24:52,479 main DEBUG Mob 565 died at x:546.158071292, y:365.409130976
02:24:52,479 main DEBUG Playing sound 'splat'
02:24:52,546 main DEBUG Playing sound 'bang1'
02:24:52,546 main DEBUG Reached pos (4, 5), new target is (5, 5)
02:24:52,546 main DEBUG Mob 720 died at x:497.800836763, y:351.404404938
02:24:52,547 main DEBUG Playing sound 'splat'
02:24:52,668 main DEBUG Spawning mob ID924: 14.0hp, 1.0spd
02:24:52,669 main DEBUG Spawning mob ID925: 35.0hp, 0.9spd
02:24:52,669 main DEBUG Spawning mob ID926: 180.0hp, 0.6spd
02:24:52,669 main DEBUG Spawning mob ID927: 80.0hp, 1.8spd
02:24:52,670 main DEBUG Spawning mob ID928: 300.0hp, 0.9spd
02:24:52,670 main DEBUG Spawning mob ID929: 300.0hp, 1.25spd
02:24:52,671 main DEBUG Spawning mob ID930: 400.0hp, 1.0spd
02:24:52,671 main DEBUG Spawning mob ID931: 120.0hp, 0.9spd
02:24:52,671 main DEBUG Spawning mob ID932: 900.0hp, 0.5spd
02:24:52,672 main DEBUG Spawning mob ID933: 800.0hp, 0.8spd
02:24:52,673 main DEBUG Spawning mob ID934: 900.0hp, 1.0spd
02:24:52,673 main DEBUG Spawning mob ID935: 2000.0hp, 0.5spd
02:24:52,779 main DEBUG Playing sound 'bang1'
02:24:52,913 main DEBUG Playing sound 'bang1'
02:24:52,935 main DEBUG Spawning mob ID936: 14.0hp, 1.0spd
02:24:52,935 main DEBUG Spawning mob ID937: 35.0hp, 0.9spd
02:24:52,935 main DEBUG Spawning mob ID938: 180.0hp, 0.6spd
02:24:52,936 main DEBUG Spawning mob ID939: 80.0hp, 1.8spd
02:24:52,936 main DEBUG Spawning mob ID940: 300.0hp, 0.9spd
02:24:52,936 main DEBUG Spawning mob ID941: 300.0hp, 1.25spd
02:24:52,937 main DEBUG Spawning mob ID942: 400.0hp, 1.0spd
02:24:52,937 main DEBUG Spawning mob ID943: 120.0hp, 0.9spd
02:24:52,938 main DEBUG Spawning mob ID944: 900.0hp, 0.5spd
02:24:52,938 main DEBUG Spawning mob ID945: 800.0hp, 0.8spd
02:24:52,939 main DEBUG Spawning mob ID946: 900.0hp, 1.0spd
02:24:52,941 main DEBUG Spawning mob ID947: 2000.0hp, 0.5spd
02:24:53,200 main DEBUG Spawning mob ID948: 14.0hp, 1.0spd
02:24:53,200 main DEBUG Spawning mob ID949: 35.0hp, 0.9spd
02:24:53,201 main DEBUG Spawning mob ID950: 180.0hp, 0.6spd
02:24:53,201 main DEBUG Spawning mob ID951: 80.0hp, 1.8spd
02:24:53,201 main DEBUG Spawning mob ID952: 300.0hp, 0.9spd
02:24:53,202 main DEBUG Spawning mob ID953: 300.0hp, 1.25spd
02:24:53,202 main DEBUG Spawning mob ID954: 400.0hp, 1.0spd
02:24:53,202 main DEBUG Spawning mob ID955: 120.0hp, 0.9spd
02:24:53,203 main DEBUG Spawning mob ID956: 900.0hp, 0.5spd
02:24:53,203 main DEBUG Spawning mob ID957: 800.0hp, 0.8spd
02:24:53,204 main DEBUG Spawning mob ID958: 900.0hp, 1.0spd
02:24:53,205 main DEBUG Spawning mob ID959: 2000.0hp, 0.5spd
02:24:53,205 main INFO AI current gold: 16
02:24:53,466 main DEBUG Spawning mob ID960: 14.0hp, 1.0spd
02:24:53,466 main DEBUG Spawning mob ID961: 35.0hp, 0.9spd
02:24:53,467 main DEBUG Spawning mob ID962: 180.0hp, 0.6spd
02:24:53,467 main DEBUG Spawning mob ID963: 80.0hp, 1.8spd
02:24:53,468 main DEBUG Spawning mob ID964: 300.0hp, 0.9spd
02:24:53,468 main DEBUG Spawning mob ID965: 300.0hp, 1.25spd
02:24:53,468 main DEBUG Spawning mob ID966: 400.0hp, 1.0spd
02:24:53,469 main DEBUG Spawning mob ID967: 120.0hp, 0.9spd
02:24:53,469 main DEBUG Spawning mob ID968: 900.0hp, 0.5spd
02:24:53,470 main DEBUG Spawning mob ID969: 800.0hp, 0.8spd
02:24:53,470 main DEBUG Spawning mob ID970: 900.0hp, 1.0spd
02:24:53,471 main DEBUG Spawning mob ID971: 2000.0hp, 0.5spd
02:24:53,587 main DEBUG Reached pos (1, 14), new target is (1, 14)
02:24:53,621 main DEBUG Reached pos (1, 14), new target is (2, 14)
02:24:53,687 main DEBUG Playing sound 'bang1'
02:24:53,688 main DEBUG Reached pos (5, 5), new target is (6, 5)
02:24:53,723 main DEBUG Spawning mob ID972: 14.0hp, 1.0spd
02:24:53,724 main DEBUG Spawning mob ID973: 35.0hp, 0.9spd
02:24:53,725 main DEBUG Spawning mob ID974: 180.0hp, 0.6spd
02:24:53,726 main DEBUG Spawning mob ID975: 80.0hp, 1.8spd
02:24:53,726 main DEBUG Spawning mob ID976: 300.0hp, 0.9spd
02:24:53,726 main DEBUG Spawning mob ID977: 300.0hp, 1.25spd
02:24:53,727 main DEBUG Spawning mob ID978: 400.0hp, 1.0spd
02:24:53,727 main DEBUG Spawning mob ID979: 120.0hp, 0.9spd
02:24:53,728 main DEBUG Spawning mob ID980: 900.0hp, 0.5spd
02:24:53,728 main DEBUG Spawning mob ID981: 800.0hp, 0.8spd
02:24:53,728 main DEBUG Spawning mob ID982: 900.0hp, 1.0spd
02:24:53,729 main DEBUG Spawning mob ID983: 2000.0hp, 0.5spd
02:24:53,736 main DEBUG Playing sound 'bang1'
02:24:53,803 main DEBUG Playing sound 'bang1'
02:24:53,804 main DEBUG Mob 900 died at x:452.872850192, y:385.102699509
02:24:53,805 main DEBUG Playing sound 'splat'
02:24:53,972 main DEBUG Spawning mob ID984: 14.0hp, 1.0spd
02:24:53,973 main DEBUG Spawning mob ID985: 35.0hp, 0.9spd
02:24:53,974 main DEBUG Spawning mob ID986: 180.0hp, 0.6spd
02:24:53,975 main DEBUG Spawning mob ID987: 80.0hp, 1.8spd
02:24:53,975 main DEBUG Spawning mob ID988: 300.0hp, 0.9spd
02:24:53,976 main DEBUG Spawning mob ID989: 300.0hp, 1.25spd
02:24:53,976 main DEBUG Spawning mob ID990: 400.0hp, 1.0spd
02:24:53,976 main DEBUG Spawning mob ID991: 120.0hp, 0.9spd
02:24:53,977 main DEBUG Spawning mob ID992: 900.0hp, 0.5spd
02:24:53,977 main DEBUG Spawning mob ID993: 800.0hp, 0.8spd
02:24:53,978 main DEBUG Spawning mob ID994: 900.0hp, 1.0spd
02:24:53,978 main DEBUG Spawning mob ID995: 2000.0hp, 0.5spd
02:24:54,247 main DEBUG Spawning mob ID996: 14.0hp, 1.0spd
02:24:54,247 main DEBUG Spawning mob ID997: 35.0hp, 0.9spd
02:24:54,247 main DEBUG Spawning mob ID998: 180.0hp, 0.6spd
02:24:54,248 main DEBUG Spawning mob ID999: 80.0hp, 1.8spd
02:24:54,248 main DEBUG Spawning mob ID1000: 300.0hp, 0.9spd
02:24:54,248 main DEBUG Spawning mob ID1001: 300.0hp, 1.25spd
02:24:54,249 main DEBUG Spawning mob ID1002: 400.0hp, 1.0spd
02:24:54,249 main DEBUG Spawning mob ID1003: 120.0hp, 0.9spd
02:24:54,250 main DEBUG Spawning mob ID1004: 900.0hp, 0.5spd
02:24:54,250 main DEBUG Spawning mob ID1005: 800.0hp, 0.8spd
02:24:54,251 main DEBUG Spawning mob ID1006: 900.0hp, 1.0spd
02:24:54,253 main DEBUG Spawning mob ID1007: 2000.0hp, 0.5spd
02:24:54,513 main DEBUG Spawning mob ID1008: 14.0hp, 1.0spd
02:24:54,513 main DEBUG Spawning mob ID1009: 35.0hp, 0.9spd
02:24:54,514 main DEBUG Spawning mob ID1010: 180.0hp, 0.6spd
02:24:54,514 main DEBUG Spawning mob ID1011: 80.0hp, 1.8spd
02:24:54,515 main DEBUG Spawning mob ID1012: 300.0hp, 0.9spd
02:24:54,515 main DEBUG Spawning mob ID1013: 300.0hp, 1.25spd
02:24:54,515 main DEBUG Spawning mob ID1014: 400.0hp, 1.0spd
02:24:54,516 main DEBUG Spawning mob ID1015: 120.0hp, 0.9spd
02:24:54,516 main DEBUG Spawning mob ID1016: 900.0hp, 0.5spd
02:24:54,517 main DEBUG Spawning mob ID1017: 800.0hp, 0.8spd
02:24:54,518 main DEBUG Spawning mob ID1018: 900.0hp, 1.0spd
02:24:54,518 main DEBUG Spawning mob ID1019: 2000.0hp, 0.5spd
02:24:54,688 main DEBUG Playing sound 'bang1'
